order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-04965,2023-03-18,2023,Q1,3,March,North America,Mexico,Office Supplies,Paper & Notebooks,Small Business,1,24.07,24.07,12.34,11.73,48.72
ORD-08910,2023-03-18,2023,Q1,3,March,North America,Canada,Clothing,Accessories,Corporate,8,49.18,393.44,214.41,179.03,45.5
ORD-08819,2023-03-18,2023,Q1,3,March,Latin America,Colombia,Furniture,Storage,Consumer,1,50.62,50.62,32.51,18.11,35.77
ORD-07953,2023-03-18,2023,Q1,3,March,Europe,Germany,Clothing,Formal Wear,Consumer,1,153.18,153.18,90.85,62.33,40.69
ORD-06885,2023-03-18,2023,Q1,3,March,Latin America,Brazil,Furniture,Storage,Government,5,436.65,2183.25,1477.46,705.79,32.33
ORD-05686,2023-03-18,2023,Q1,3,March,Latin America,Argentina,Electronics,Tablets,Consumer,2,297.39,594.78,454.78,140.0,23.54
ORD-07595,2023-03-18,2023,Q1,3,March,North America,Canada,Office Supplies,Paper & Notebooks,Government,1,10.95,10.95,5.53,5.42,49.5
ORD-08556,2023-03-19,2023,Q1,3,March,North America,Canada,Furniture,Office Chairs,Small Business,2,153.7,307.4,198.65,108.75,35.38
ORD-06966,2023-03-19,2023,Q1,3,March,Europe,United Kingdom,Office Supplies,Printers & Ink,Corporate,1,105.26,105.26,54.38,50.88,48.33
ORD-01907,2023-03-19,2023,Q1,3,March,Asia Pacific,Japan,Office Supplies,Pens & Markers,Corporate,6,8.64,51.84,25.76,26.08,50.3
ORD-01203,2023-03-19,2023,Q1,3,March,North America,United States,Electronics,Laptops,Corporate,1,2273.69,2273.69,1893.49,380.2,16.72
ORD-03347,2023-03-20,2023,Q1,3,March,Asia Pacific,China,Electronics,Smartphones,Consumer,1,302.26,302.26,213.79,88.47,29.27
ORD-02328,2023-03-20,2023,Q1,3,March,Asia Pacific,India,Furniture,Desks,Consumer,1,188.34,188.34,106.68,81.66,43.36
ORD-07481,2023-03-20,2023,Q1,3,March,Latin America,Brazil,Electronics,Tablets,Government,1,791.24,791.24,661.73,129.51,16.37
ORD-02785,2023-03-20,2023,Q1,3,March,Europe,France,Clothing,Accessories,Small Business,3,12.89,38.67,16.0,22.67,58.63
ORD-01910,2023-03-20,2023,Q1,3,March,Europe,France,Electronics,Smartphones,Government,1,609.32,609.32,459.06,150.26,24.66
ORD-04142,2023-03-20,2023,Q1,3,March,Latin America,Chile,Electronics,Smartphones,Corporate,1,906.64,906.64,696.53,210.11,23.17
ORD-09087,2023-03-20,2023,Q1,3,March,Latin America,Chile,Furniture,Office Chairs,Corporate,1,633.45,633.45,434.65,198.8,31.38
ORD-06906,2023-03-20,2023,Q1,3,March,North America,United States,Electronics,Tablets,Small Business,1,198.41,198.41,157.83,40.58,20.45
ORD-07318,2023-03-20,2023,Q1,3,March,Latin America,Chile,Office Supplies,Pens & Markers,Small Business,2,4.42,8.84,5.41,3.43,38.78
ORD-09193,2023-03-20,2023,Q1,3,March,Europe,Spain,Furniture,Desks,Government,5,558.02,2790.1,1811.15,978.95,35.09
ORD-09912,2023-03-20,2023,Q1,3,March,Latin America,Colombia,Clothing,Accessories,Small Business,4,53.67,214.68,108.26,106.42,49.57
ORD-03378,2023-03-21,2023,Q1,3,March,Asia Pacific,South Korea,Electronics,Tablets,Government,1,847.46,847.46,651.52,195.94,23.12
ORD-07797,2023-03-21,2023,Q1,3,March,Asia Pacific,China,Furniture,Office Chairs,Small Business,5,452.63,2263.15,1511.33,751.82,33.22
ORD-01616,2023-03-21,2023,Q1,3,March,Latin America,Colombia,Clothing,Formal Wear,Corporate,2,188.06,376.12,141.99,234.13,62.25
ORD-01685,2023-03-21,2023,Q1,3,March,Asia Pacific,India,Electronics,Smartphones,Small Business,1,485.33,485.33,389.97,95.36,19.65
ORD-03882,2023-03-21,2023,Q1,3,March,North America,Canada,Furniture,Desks,Consumer,2,276.83,553.66,311.12,242.54,43.81
ORD-04220,2023-03-21,2023,Q1,3,March,Europe,Spain,Furniture,Storage,Small Business,1,222.85,222.85,156.92,65.93,29.58
ORD-07565,2023-03-22,2023,Q1,3,March,Europe,Spain,Office Supplies,Organizers,Small Business,1,6.21,6.21,3.23,2.98,48.04
ORD-09409,2023-03-22,2023,Q1,3,March,North America,Canada,Furniture,Desks,Government,1,631.87,631.87,459.4,172.47,27.3
ORD-05128,2023-03-22,2023,Q1,3,March,North America,Mexico,Clothing,Casual Wear,Government,1,52.94,52.94,26.41,26.53,50.12
ORD-01400,2023-03-22,2023,Q1,3,March,Asia Pacific,South Korea,Electronics,Smartphones,Consumer,2,364.14,728.28,568.75,159.53,21.91
ORD-04787,2023-03-22,2023,Q1,3,March,North America,Mexico,Furniture,Lighting,Corporate,4,98.59,394.36,257.34,137.02,34.74
ORD-04717,2023-03-22,2023,Q1,3,March,Asia Pacific,Japan,Office Supplies,Printers & Ink,Government,1,359.65,359.65,229.34,130.31,36.23
ORD-02837,2023-03-23,2023,Q1,3,March,Latin America,Chile,Furniture,Office Chairs,Corporate,10,215.1,2151.0,1471.6,679.4,31.59
ORD-02845,2023-03-23,2023,Q1,3,March,Latin America,Colombia,Electronics,Laptops,Government,1,2872.77,2872.77,2177.64,695.13,24.2
ORD-07201,2023-03-23,2023,Q1,3,March,Latin America,Brazil,Office Supplies,Pens & Markers,Consumer,1,7.86,7.86,4.35,3.51,44.61
ORD-06917,2023-03-23,2023,Q1,3,March,North America,Canada,Office Supplies,Organizers,Corporate,1,61.19,61.19,37.32,23.87,39.0
ORD-03733,2023-03-23,2023,Q1,3,March,Latin America,Chile,Furniture,Desks,Corporate,1,890.02,890.02,656.97,233.05,26.19
ORD-09004,2023-03-23,2023,Q1,3,March,Europe,Italy,Clothing,Sportswear,Corporate,1,89.73,89.73,38.83,50.9,56.73
ORD-08060,2023-03-23,2023,Q1,3,March,North America,Mexico,Clothing,Formal Wear,Government,1,143.36,143.36,52.72,90.64,63.22
ORD-09438,2023-03-23,2023,Q1,3,March,North America,Canada,Office Supplies,Printers & Ink,Corporate,1,125.63,125.63,74.19,51.44,40.95
ORD-00776,2023-03-23,2023,Q1,3,March,Latin America,Chile,Office Supplies,Pens & Markers,Consumer,1,2.87,2.87,1.74,1.13,39.42
ORD-00824,2023-03-23,2023,Q1,3,March,Asia Pacific,Australia,Clothing,Casual Wear,Government,1,46.51,46.51,25.87,20.64,44.38
ORD-03947,2023-03-24,2023,Q1,3,March,Asia Pacific,India,Clothing,Formal Wear,Corporate,2,352.24,704.48,255.08,449.4,63.79
ORD-09400,2023-03-24,2023,Q1,3,March,North America,United States,Clothing,Sportswear,Corporate,1,196.9,196.9,74.97,121.93,61.92
ORD-04312,2023-03-24,2023,Q1,3,March,Latin America,Colombia,Clothing,Formal Wear,Consumer,5,56.11,280.55,115.68,164.87,58.77
ORD-05388,2023-03-24,2023,Q1,3,March,Latin America,Brazil,Electronics,Tablets,Government,6,700.21,4201.26,3473.05,728.21,17.33
ORD-09262,2023-03-24,2023,Q1,3,March,Europe,Germany,Electronics,Smartphones,Government,1,702.02,702.02,562.8,139.22,19.83
ORD-00474,2023-03-24,2023,Q1,3,March,Europe,United Kingdom,Office Supplies,Organizers,Small Business,4,45.91,183.64,96.66,86.98,47.37
ORD-05756,2023-03-24,2023,Q1,3,March,Latin America,Argentina,Office Supplies,Pens & Markers,Consumer,1,1.85,1.85,1.15,0.7,37.77
ORD-04489,2023-03-24,2023,Q1,3,March,Asia Pacific,Japan,Furniture,Lighting,Small Business,3,53.19,159.57,97.7,61.87,38.77
ORD-01006,2023-03-24,2023,Q1,3,March,Asia Pacific,South Korea,Office Supplies,Paper & Notebooks,Consumer,2,9.4,18.8,9.33,9.47,50.35
ORD-06999,2023-03-24,2023,Q1,3,March,Europe,Italy,Furniture,Lighting,Consumer,1,42.74,42.74,28.06,14.68,34.35
ORD-05616,2023-03-24,2023,Q1,3,March,Latin America,Brazil,Clothing,Casual Wear,Corporate,3,126.11,378.33,170.67,207.66,54.89
ORD-02647,2023-03-25,2023,Q1,3,March,Asia Pacific,Australia,Electronics,Accessories,Corporate,6,54.93,329.58,258.96,70.62,21.43
ORD-01151,2023-03-25,2023,Q1,3,March,Latin America,Argentina,Furniture,Lighting,Consumer,2,38.68,77.36,45.29,32.07,41.45
ORD-03089,2023-03-25,2023,Q1,3,March,Europe,United Kingdom,Office Supplies,Organizers,Small Business,1,16.68,16.68,8.42,8.26,49.49
ORD-02595,2023-03-25,2023,Q1,3,March,North America,United States,Office Supplies,Organizers,Consumer,1,24.67,24.67,14.93,9.74,39.5
ORD-07775,2023-03-25,2023,Q1,3,March,Asia Pacific,India,Office Supplies,Pens & Markers,Consumer,1,8.11,8.11,4.58,3.53,43.5
ORD-04263,2023-03-25,2023,Q1,3,March,Europe,Germany,Furniture,Desks,Corporate,1,776.24,776.24,491.32,284.92,36.7
ORD-00242,2023-03-25,2023,Q1,3,March,Asia Pacific,Japan,Office Supplies,Organizers,Corporate,6,77.02,462.12,256.18,205.94,44.56
ORD-07607,2023-03-25,2023,Q1,3,March,Asia Pacific,Australia,Clothing,Formal Wear,Corporate,1,122.9,122.9,63.72,59.18,48.15
ORD-01560,2023-03-25,2023,Q1,3,March,Europe,United Kingdom,Electronics,Accessories,Corporate,4,51.9,207.6,169.43,38.17,18.39
ORD-01355,2023-03-25,2023,Q1,3,March,Latin America,Colombia,Electronics,Tablets,Government,1,484.69,484.69,352.48,132.21,27.28
ORD-01350,2023-03-25,2023,Q1,3,March,Latin America,Colombia,Clothing,Sportswear,Consumer,1,19.64,19.64,7.46,12.18,62.02
ORD-04996,2023-03-25,2023,Q1,3,March,Asia Pacific,India,Clothing,Casual Wear,Consumer,4,32.81,131.24,55.96,75.28,57.36
ORD-08298,2023-03-25,2023,Q1,3,March,North America,United States,Furniture,Desks,Corporate,2,475.64,951.28,642.48,308.8,32.46
ORD-03299,2023-03-25,2023,Q1,3,March,Asia Pacific,South Korea,Electronics,Laptops,Small Business,1,927.41,927.41,754.63,172.78,18.63
ORD-07810,2023-03-26,2023,Q1,3,March,Latin America,Chile,Furniture,Office Chairs,Corporate,1,465.23,465.23,346.35,118.88,25.55
ORD-00012,2023-03-26,2023,Q1,3,March,Asia Pacific,South Korea,Clothing,Accessories,Small Business,7,59.86,419.02,236.92,182.1,43.46
ORD-02163,2023-03-26,2023,Q1,3,March,North America,Mexico,Electronics,Laptops,Government,1,2847.7,2847.7,2036.76,810.94,28.48
ORD-08215,2023-03-26,2023,Q1,3,March,Asia Pacific,India,Electronics,Tablets,Corporate,1,778.33,778.33,585.96,192.37,24.72
ORD-03009,2023-03-26,2023,Q1,3,March,Latin America,Brazil,Clothing,Casual Wear,Government,2,128.66,257.32,99.79,157.53,61.22
ORD-02324,2023-03-26,2023,Q1,3,March,Europe,France,Electronics,Smartphones,Consumer,1,223.13,223.13,176.0,47.13,21.12
ORD-02833,2023-03-26,2023,Q1,3,March,North America,United States,Electronics,Accessories,Corporate,1,82.54,82.54,68.34,14.2,17.2
ORD-01122,2023-03-26,2023,Q1,3,March,Asia Pacific,Australia,Electronics,Laptops,Small Business,6,1225.09,7350.54,5939.58,1410.96,19.2
ORD-01236,2023-03-26,2023,Q1,3,March,North America,Mexico,Electronics,Smartphones,Consumer,1,196.86,196.86,140.9,55.96,28.43
ORD-07794,2023-03-27,2023,Q1,3,March,Latin America,Brazil,Electronics,Accessories,Small Business,2,89.98,179.96,146.78,33.18,18.44
ORD-08246,2023-03-27,2023,Q1,3,March,Asia Pacific,South Korea,Office Supplies,Paper & Notebooks,Consumer,2,18.76,37.52,20.85,16.67,44.43
ORD-03847,2023-03-27,2023,Q1,3,March,North America,Mexico,Clothing,Formal Wear,Corporate,7,146.41,1024.87,578.92,445.95,43.51
ORD-03222,2023-03-27,2023,Q1,3,March,Latin America,Brazil,Clothing,Formal Wear,Government,1,417.87,417.87,158.17,259.7,62.15
ORD-02817,2023-03-27,2023,Q1,3,March,Asia Pacific,Japan,Clothing,Casual Wear,Corporate,1,41.88,41.88,15.79,26.09,62.29
ORD-01118,2023-03-28,2023,Q1,3,March,North America,Mexico,Clothing,Sportswear,Small Business,4,48.23,192.92,102.8,90.12,46.71
ORD-00559,2023-03-28,2023,Q1,3,March,Latin America,Argentina,Furniture,Lighting,Government,2,89.65,179.3,119.33,59.97,33.44
ORD-02652,2023-03-28,2023,Q1,3,March,Asia Pacific,China,Office Supplies,Paper & Notebooks,Consumer,1,10.59,10.59,6.72,3.87,36.55
ORD-01749,2023-03-28,2023,Q1,3,March,Asia Pacific,Australia,Clothing,Casual Wear,Corporate,2,100.38,200.76,91.82,108.94,54.27
ORD-03862,2023-03-28,2023,Q1,3,March,Latin America,Colombia,Office Supplies,Printers & Ink,Government,1,265.28,265.28,138.6,126.68,47.75
ORD-07065,2023-03-28,2023,Q1,3,March,Europe,Italy,Clothing,Sportswear,Small Business,1,42.38,42.38,20.21,22.17,52.31
ORD-06915,2023-03-28,2023,Q1,3,March,Europe,United Kingdom,Clothing,Accessories,Government,1,24.98,24.98,13.41,11.57,46.34
ORD-03275,2023-03-28,2023,Q1,3,March,Latin America,Colombia,Office Supplies,Printers & Ink,Corporate,3,178.71,536.13,295.71,240.42,44.84
ORD-08361,2023-03-28,2023,Q1,3,March,Europe,France,Furniture,Office Chairs,Consumer,3,274.42,823.26,533.99,289.27,35.14
ORD-08417,2023-03-28,2023,Q1,3,March,Latin America,Colombia,Office Supplies,Printers & Ink,Consumer,3,109.59,328.77,208.06,120.71,36.72
ORD-01785,2023-03-28,2023,Q1,3,March,Europe,Germany,Clothing,Sportswear,Government,2,44.55,89.1,46.71,42.39,47.57
ORD-07171,2023-03-28,2023,Q1,3,March,North America,Canada,Furniture,Office Chairs,Corporate,1,284.41,284.41,159.07,125.34,44.07
ORD-03688,2023-03-28,2023,Q1,3,March,Latin America,Argentina,Electronics,Smartphones,Government,1,1195.65,1195.65,896.28,299.37,25.04
ORD-07104,2023-03-29,2023,Q1,3,March,Asia Pacific,China,Clothing,Formal Wear,Government,1,110.82,110.82,39.13,71.69,64.69
ORD-03855,2023-03-29,2023,Q1,3,March,Latin America,Argentina,Electronics,Accessories,Corporate,2,34.95,69.9,56.43,13.47,19.27
ORD-08730,2023-03-29,2023,Q1,3,March,Latin America,Brazil,Electronics,Accessories,Consumer,1,54.59,54.59,42.14,12.45,22.8
ORD-04082,2023-03-29,2023,Q1,3,March,Europe,Spain,Furniture,Desks,Corporate,1,282.7,282.7,175.57,107.13,37.9
ORD-03905,2023-03-29,2023,Q1,3,March,Latin America,Colombia,Electronics,Accessories,Consumer,3,28.94,86.82,68.44,18.38,21.17
ORD-03990,2023-03-29,2023,Q1,3,March,Latin America,Brazil,Furniture,Storage,Small Business,4,113.95,455.8,339.13,116.67,25.6
ORD-06401,2023-03-29,2023,Q1,3,March,Latin America,Colombia,Furniture,Storage,Government,2,211.32,422.64,238.2,184.44,43.64
ORD-00935,2023-03-29,2023,Q1,3,March,Asia Pacific,Australia,Furniture,Office Chairs,Small Business,1,181.36,181.36,118.11,63.25,34.88
ORD-00156,2023-03-30,2023,Q1,3,March,Latin America,Brazil,Clothing,Sportswear,Small Business,1,51.97,51.97,29.0,22.97,44.2
ORD-09555,2023-03-30,2023,Q1,3,March,Europe,Germany,Electronics,Tablets,Small Business,2,152.19,304.38,223.47,80.91,26.58
ORD-00266,2023-03-30,2023,Q1,3,March,Europe,United Kingdom,Office Supplies,Printers & Ink,Consumer,2,94.13,188.26,121.76,66.5,35.32
ORD-05320,2023-03-30,2023,Q1,3,March,Asia Pacific,India,Electronics,Tablets,Small Business,1,243.36,243.36,190.32,53.04,21.79
ORD-05238,2023-03-30,2023,Q1,3,March,North America,Mexico,Office Supplies,Paper & Notebooks,Corporate,2,34.59,69.18,44.56,24.62,35.59
ORD-09736,2023-03-30,2023,Q1,3,March,Latin America,Brazil,Furniture,Storage,Government,1,367.09,367.09,218.43,148.66,40.5
ORD-02194,2023-03-30,2023,Q1,3,March,Asia Pacific,Japan,Electronics,Tablets,Consumer,1,317.72,317.72,254.01,63.71,20.05
ORD-06728,2023-03-30,2023,Q1,3,March,North America,Mexico,Electronics,Accessories,Government,1,75.13,75.13,54.26,20.87,27.79
ORD-01546,2023-03-30,2023,Q1,3,March,North America,Mexico,Clothing,Casual Wear,Government,1,116.21,116.21,50.39,65.82,56.64
ORD-03441,2023-03-30,2023,Q1,3,March,Asia Pacific,India,Furniture,Desks,Consumer,1,178.51,178.51,100.53,77.98,43.69
ORD-08963,2023-03-31,2023,Q1,3,March,Europe,Germany,Furniture,Desks,Small Business,1,342.04,342.04,233.95,108.09,31.6
ORD-09833,2023-03-31,2023,Q1,3,March,North America,United States,Office Supplies,Printers & Ink,Corporate,1,195.19,195.19,106.45,88.74,45.46
ORD-01818,2023-03-31,2023,Q1,3,March,Latin America,Colombia,Electronics,Smartphones,Consumer,2,464.64,929.28,727.27,202.01,21.74
ORD-09574,2023-03-31,2023,Q1,3,March,Europe,Germany,Electronics,Laptops,Corporate,1,2265.91,2265.91,1741.57,524.34,23.14
ORD-00535,2023-03-31,2023,Q1,3,March,Asia Pacific,India,Furniture,Storage,Government,2,384.07,768.14,556.4,211.74,27.56
ORD-06021,2023-03-31,2023,Q1,3,March,Latin America,Brazil,Furniture,Storage,Government,1,122.53,122.53,81.4,41.13,33.56
ORD-02557,2023-03-31,2023,Q1,3,March,Asia Pacific,China,Office Supplies,Pens & Markers,Consumer,1,7.44,7.44,4.41,3.03,40.77
ORD-00420,2023-04-01,2023,Q2,4,April,Asia Pacific,South Korea,Furniture,Storage,Consumer,2,77.48,154.96,93.16,61.8,39.88
ORD-02256,2023-04-01,2023,Q2,4,April,Europe,Germany,Clothing,Sportswear,Corporate,1,183.84,183.84,89.03,94.81,51.57
ORD-07264,2023-04-01,2023,Q2,4,April,Latin America,Brazil,Clothing,Casual Wear,Consumer,1,16.85,16.85,5.99,10.86,64.44
ORD-03844,2023-04-01,2023,Q2,4,April,North America,Canada,Office Supplies,Paper & Notebooks,Consumer,1,17.0,17.0,9.09,7.91,46.53
ORD-01365,2023-04-01,2023,Q2,4,April,Latin America,Chile,Office Supplies,Printers & Ink,Consumer,2,116.69,233.38,125.51,107.87,46.22
ORD-08897,2023-04-01,2023,Q2,4,April,Europe,United Kingdom,Electronics,Laptops,Government,1,2345.04,2345.04,1796.59,548.45,23.39
ORD-03831,2023-04-01,2023,Q2,4,April,Latin America,Colombia,Clothing,Casual Wear,Small Business,1,35.26,35.26,13.44,21.82,61.87
ORD-07349,2023-04-01,2023,Q2,4,April,Latin America,Argentina,Furniture,Office Chairs,Small Business,2,189.75,379.5,270.4,109.1,28.75
ORD-00779,2023-04-01,2023,Q2,4,April,Asia Pacific,China,Office Supplies,Paper & Notebooks,Consumer,2,4.32,8.64,4.42,4.22,48.88
ORD-09126,2023-04-01,2023,Q2,4,April,North America,Mexico,Clothing,Accessories,Small Business,6,7.41,44.46,23.29,21.17,47.61
ORD-06986,2023-04-01,2023,Q2,4,April,North America,Canada,Office Supplies,Pens & Markers,Corporate,1,26.01,26.01,13.95,12.06,46.37
ORD-06784,2023-04-01,2023,Q2,4,April,North America,Mexico,Furniture,Lighting,Small Business,1,32.8,32.8,24.27,8.53,26.01
ORD-06014,2023-04-01,2023,Q2,4,April,Latin America,Colombia,Office Supplies,Printers & Ink,Government,1,303.52,303.52,171.03,132.49,43.65
ORD-06731,2023-04-01,2023,Q2,4,April,Europe,Italy,Office Supplies,Printers & Ink,Government,1,199.5,199.5,112.67,86.83,43.52
ORD-03355,2023-04-01,2023,Q2,4,April,North America,Mexico,Office Supplies,Paper & Notebooks,Government,1,8.41,8.41,3.98,4.43,52.72
ORD-01078,2023-04-01,2023,Q2,4,April,Europe,United Kingdom,Electronics,Laptops,Government,2,1732.41,3464.82,2890.52,574.3,16.58
ORD-09707,2023-04-02,2023,Q2,4,April,Europe,United Kingdom,Furniture,Desks,Consumer,1,440.55,440.55,316.68,123.87,28.12
ORD-05969,2023-04-02,2023,Q2,4,April,Europe,United Kingdom,Electronics,Accessories,Corporate,5,51.97,259.85,207.33,52.52,20.21
ORD-02810,2023-04-02,2023,Q2,4,April,Latin America,Colombia,Electronics,Tablets,Government,2,652.59,1305.18,976.9,328.28,25.15
ORD-07514,2023-04-02,2023,Q2,4,April,North America,Canada,Office Supplies,Pens & Markers,Corporate,1,20.99,20.99,10.22,10.77,51.33
ORD-03999,2023-04-02,2023,Q2,4,April,Asia Pacific,China,Electronics,Accessories,Corporate,1,70.83,70.83,56.13,14.7,20.76
ORD-05326,2023-04-02,2023,Q2,4,April,Latin America,Argentina,Furniture,Storage,Consumer,1,138.76,138.76,89.97,48.79,35.16
ORD-04716,2023-04-02,2023,Q2,4,April,Latin America,Colombia,Clothing,Sportswear,Small Business,1,77.17,77.17,31.6,45.57,59.05
ORD-07729,2023-04-02,2023,Q2,4,April,Latin America,Chile,Office Supplies,Organizers,Government,5,86.84,434.2,245.24,188.96,43.52
ORD-04527,2023-04-03,2023,Q2,4,April,North America,Mexico,Office Supplies,Paper & Notebooks,Corporate,2,42.12,84.24,52.98,31.26,37.11
ORD-07585,2023-04-03,2023,Q2,4,April,Latin America,Brazil,Office Supplies,Pens & Markers,Small Business,1,13.02,13.02,6.1,6.92,53.18
ORD-05938,2023-04-03,2023,Q2,4,April,Asia Pacific,Australia,Office Supplies,Pens & Markers,Small Business,1,16.34,16.34,7.39,8.95,54.8
ORD-04539,2023-04-03,2023,Q2,4,April,North America,Mexico,Furniture,Desks,Consumer,1,183.67,183.67,125.86,57.81,31.47
ORD-04912,2023-04-03,2023,Q2,4,April,Asia Pacific,India,Furniture,Office Chairs,Consumer,1,266.17,266.17,175.92,90.25,33.91
ORD-08125,2023-04-03,2023,Q2,4,April,Asia Pacific,South Korea,Electronics,Laptops,Government,1,2581.15,2581.15,1914.63,666.52,25.82
ORD-09866,2023-04-03,2023,Q2,4,April,Latin America,Chile,Furniture,Office Chairs,Consumer,1,230.52,230.52,137.12,93.4,40.52
ORD-09323,2023-04-03,2023,Q2,4,April,North America,Canada,Furniture,Storage,Corporate,2,90.28,180.56,111.54,69.02,38.23
ORD-08533,2023-04-03,2023,Q2,4,April,Europe,France,Clothing,Sportswear,Corporate,1,73.46,73.46,29.61,43.85,59.69
ORD-08408,2023-04-03,2023,Q2,4,April,Latin America,Argentina,Furniture,Office Chairs,Small Business,1,244.44,244.44,178.94,65.5,26.8
ORD-08750,2023-04-04,2023,Q2,4,April,North America,Mexico,Electronics,Laptops,Government,1,1645.82,1645.82,1390.93,254.89,15.49
ORD-05664,2023-04-04,2023,Q2,4,April,Asia Pacific,Japan,Office Supplies,Paper & Notebooks,Government,1,14.09,14.09,8.27,5.82,41.32
ORD-00413,2023-04-04,2023,Q2,4,April,North America,Canada,Furniture,Desks,Consumer,6,180.96,1085.76,639.49,446.27,41.1
ORD-07034,2023-04-05,2023,Q2,4,April,Latin America,Chile,Office Supplies,Pens & Markers,Government,1,8.82,8.82,4.2,4.62,52.44
ORD-07155,2023-04-05,2023,Q2,4,April,North America,Mexico,Furniture,Desks,Consumer,1,162.75,162.75,106.94,55.81,34.29
ORD-04639,2023-04-05,2023,Q2,4,April,Europe,Spain,Electronics,Tablets,Government,2,374.49,748.98,611.51,137.47,18.35
ORD-06371,2023-04-05,2023,Q2,4,April,Europe,France,Office Supplies,Pens & Markers,Corporate,2,18.56,37.12,19.55,17.57,47.35
ORD-09459,2023-04-05,2023,Q2,4,April,Asia Pacific,South Korea,Furniture,Office Chairs,Corporate,2,371.99,743.98,553.93,190.05,25.55
ORD-07173,2023-04-05,2023,Q2,4,April,Asia Pacific,Japan,Furniture,Lighting,Consumer,1,21.75,21.75,15.35,6.4,29.41
ORD-01856,2023-04-05,2023,Q2,4,April,North America,Mexico,Clothing,Sportswear,Small Business,1,63.83,63.83,27.31,36.52,57.21
ORD-05438,2023-04-05,2023,Q2,4,April,Asia Pacific,Japan,Clothing,Accessories,Consumer,3,30.11,90.33,32.2,58.13,64.35
ORD-06797,2023-04-05,2023,Q2,4,April,Europe,France,Electronics,Laptops,Corporate,6,1314.49,7886.94,5641.17,2245.77,28.47
ORD-00177,2023-04-05,2023,Q2,4,April,Asia Pacific,China,Clothing,Formal Wear,Small Business,2,53.41,106.82,39.23,67.59,63.27
ORD-06233,2023-04-06,2023,Q2,4,April,North America,Canada,Clothing,Accessories,Corporate,1,12.47,12.47,5.03,7.44,59.65
ORD-07417,2023-04-06,2023,Q2,4,April,Asia Pacific,Australia,Electronics,Laptops,Small Business,1,1008.08,1008.08,734.67,273.41,27.12
ORD-04582,2023-04-06,2023,Q2,4,April,Europe,Spain,Office Supplies,Paper & Notebooks,Corporate,1,49.34,49.34,26.91,22.43,45.45
ORD-07258,2023-04-06,2023,Q2,4,April,North America,Canada,Clothing,Sportswear,Consumer,1,40.69,40.69,20.27,20.42,50.19
ORD-05579,2023-04-06,2023,Q2,4,April,Europe,Germany,Clothing,Sportswear,Small Business,5,32.3,161.5,80.43,81.07,50.2
ORD-02148,2023-04-06,2023,Q2,4,April,Latin America,Colombia,Office Supplies,Paper & Notebooks,Consumer,1,19.76,19.76,12.84,6.92,35.03
ORD-00092,2023-04-06,2023,Q2,4,April,Asia Pacific,South Korea,Furniture,Lighting,Consumer,2,56.04,112.08,63.7,48.38,43.17
ORD-08427,2023-04-07,2023,Q2,4,April,Asia Pacific,Australia,Clothing,Formal Wear,Consumer,1,113.52,113.52,54.2,59.32,52.26
ORD-05230,2023-04-07,2023,Q2,4,April,North America,Canada,Furniture,Storage,Consumer,1,82.81,82.81,51.55,31.26,37.74
ORD-07558,2023-04-07,2023,Q2,4,April,North America,Canada,Furniture,Desks,Small Business,1,180.75,180.75,128.69,52.06,28.8
ORD-04909,2023-04-07,2023,Q2,4,April,Latin America,Argentina,Clothing,Casual Wear,Consumer,2,57.39,114.78,65.67,49.11,42.79
ORD-02712,2023-04-07,2023,Q2,4,April,Latin America,Colombia,Electronics,Smartphones,Small Business,1,702.9,702.9,528.23,174.67,24.85
ORD-01523,2023-04-07,2023,Q2,4,April,Europe,France,Furniture,Desks,Corporate,1,859.21,859.21,516.7,342.51,39.86
ORD-07079,2023-04-07,2023,Q2,4,April,North America,Canada,Furniture,Desks,Government,1,825.69,825.69,491.42,334.27,40.48
ORD-07215,2023-04-08,2023,Q2,4,April,Latin America,Argentina,Furniture,Storage,Small Business,1,118.16,118.16,66.62,51.54,43.62
ORD-02210,2023-04-08,2023,Q2,4,April,Latin America,Brazil,Electronics,Tablets,Corporate,5,628.22,3141.1,2410.45,730.65,23.26
ORD-02714,2023-04-08,2023,Q2,4,April,Europe,Germany,Clothing,Sportswear,Consumer,1,40.49,40.49,16.63,23.86,58.94
ORD-01917,2023-04-08,2023,Q2,4,April,North America,Mexico,Office Supplies,Paper & Notebooks,Small Business,4,9.25,37.0,20.13,16.87,45.6
ORD-06965,2023-04-08,2023,Q2,4,April,Asia Pacific,South Korea,Electronics,Accessories,Small Business,1,39.18,39.18,32.13,7.05,18.0
ORD-03246,2023-04-08,2023,Q2,4,April,North America,Mexico,Furniture,Desks,Government,1,1245.96,1245.96,687.24,558.72,44.84
ORD-07294,2023-04-08,2023,Q2,4,April,North America,United States,Office Supplies,Organizers,Consumer,1,7.43,7.43,3.77,3.66,49.3
ORD-00123,2023-04-08,2023,Q2,4,April,Asia Pacific,Japan,Clothing,Formal Wear,Corporate,1,355.24,355.24,148.83,206.41,58.11
ORD-05989,2023-04-09,2023,Q2,4,April,Europe,Spain,Clothing,Accessories,Corporate,2,96.04,192.08,107.6,84.48,43.98
